349;"<p><strong>Предстоит решать следующие задачи:</strong></p> <ul> <li>Помогать программистам разрабатывать, тестировать и эксплуатировать сложный веб-проект (Linux, Perl/mod_perl, частично Python, множество интеграций по различным протоколам);</li> <li>Поддерживать и развивать систему непрерывной интеграции (Git, GitLab CI);</li> <li>Писать скрипты установки, обновления, деплоя различных сервисов (Perl, shell);</li> <li>Упаковывать сервисы в контейнеры и оркестрировать контейнеры (Docker, docker-compose, docker swarm mode, возможно kubernetes);</li> <li>Собирать логи из разных форматов (syslog, записи в базе, файлы) в единое хранилище (ELK, Splunk или аналогичные);</li> <li>Собирать и анализировать различные метрики (Zabbix, TSDB - Graphite, InfluxDB или аналогичные);</li> <li>Поддерживать/настраивать компоненты проекта (MySQL, Memcached, RabbitMQ, Apache, Redis);</li> <li>Анализировать производительность проекта (нагрузочные тесты, определение &quot;тормозящих&quot; компонентов);</li> <li>Мониторить работоспособность развернутых инстансов проекта, реагировать на аварийные ситуации, вести журнал инцидентов</li> </ul> <p><strong>Наши ожидания:</strong></p> <ul> <li>Понимание highload;</li> <li>Знание принципов организации компьютерных сетей, операционных систем семейства *nix;</li> <li>Знание промышленных систем виртуализации (VMware, KVM);</li> <li>Опыт настройки и развертывания серверного ПО, etc</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Работа в одной из самых быстро развивающихся компаний в России;</p> </li> <li> <p>Комфортные условия труда – современный бизнес-центр класса «А» на Васильевском острове;</p> </li> <li> <p>Профессиональный и дружный коллектив;</p> </li> <li> <p>Перспективы карьерного роста;</p> </li> <li> <p>График 5/2 9-30 до 18-00</p> </li> </ul>"
350;"<p>Разработка новых архитектур сильного машинного интеллекта на основе реверс-инжиниринга принципов работы мозга. Текущая стадия проекта - стартовая. На данный момент:</p> <ul> <li>разработаны и отлажены на задачах NLP базовые алгоритмы, в частности алгоритмы дискретного раздраженного кодирования на языке Julia.</li> <li>системная архитектура находится в стадии PoC.</li> </ul> <p> </p> <p><strong>Обязанности:</strong></p> <p> </p> <ul> <li>Участие в разработке системной архитектуры универсального программного контроллера, способного к обучению сложному целесообразному поведению с большим горизонтом планирования (обучение с подкреплением);</li> <li>разработка программного прототипа, способного решать задачи из набора задач OpenAL (gym.openai.com/);</li> <li>техническое руководство программистами проекта, поддержание единой культуры и подходов в написания кода.</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <p> </p> <ul> <li>Опыт решения прикладных ML/DL - задач на реальных данных с использованием одного из следующих языков - Julia, Matlab, Python;</li> <li>Хорошее знание Linux;</li> <li>хорошее знание алгоритмов и структур данных;</li> <li>понимание принципов параллельной и конвейерной обработки данных;</li> <li>предшествующая узкая специализация не является препятствием, важнее скорость обучения и желание учиться.</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <p> </p> <ul> <li>Полная занятость;</li> <li>офис в МФТИ (г.Долгопрудный);</li> <li>гибкий рабочий график с возможностью удаленной работы;</li> <li>з/п &quot;белая&quot;, уровень обсуждается на собеседовании.</li> </ul>"
351;"<p><strong>Компания «АКСИТЕХ»</strong> - отечественный разработчик и производитель оборудования для систем автоматизации объектов промышленности, в том числе автономных комплексов телеметрии и систем телемеханики распределительных сетей теплоэнергоносителей, включая промышленные контроллеры, взрывозащищенные датчики и перезаряжаемые элементы питания с контролем заряда.</p> <p> </p> <p><strong>Инженер-проектировщик АСУ ТП</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка проектной документации АСУ ТП;</li> <li>Составление спецификаций оборудования и материалов.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование (АСУ ТП);</li> <li>Опытный пользователь ПК, знание AutoCAD и профильных пакетов программ;</li> <li>Опыт проектирования АСУ ТП от 5 лет;</li> <li>Опыт разработки ТЗ, ТУ;</li> <li>Опыт прохождения согласования проектов в соответствующих инстанциях..</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Офис расположен в Бизнес-центре «9 акров» (15 мин. пешком от м. Калужская);</li> <li>График работы: 5/2, с 8-00 до 17-00 (в предпраздничные дни до 16-00). Обеденный перерыв с 12-00 до 13-00.</li> <li>Конкурентоспособная заработная плата: оклад + квартальные премии. Вилка оклада от 70 000 до 85 000 руб.;</li> <li>Официальное оформление с первого рабочего дня;</li> <li>Хорошие перспективы для роста и развития;</li> <li>Комфортные условия труда (чай, кофемашина, молоко и пр. на кухне. На территории Бизнес-центра есть своя столовая, кофейня и ресторан);</li> <li>Дружный молодой коллектив!</li> </ul>"
352;"<p>Компания «БАРС Груп», ведущий разработчик и интегратор решений для государственного и коммерческого секторов, ищет высококлассного аналитика.</p> <p>Проекты нашей компании реализуются во всех регионах России и за пределами нашей страны. Актуальность наших инноваций и слаженная работа широкой партнерской сети делают наши системы востребованными во множестве отраслей. Именно поэтому нам нужны люди умеющие профессионально вести диалог с заказчиками и клиентами.</p> <p>С направлениями и проектами компании, можно ознакомиться на сайте компании</p> <ul> </ul> <p><strong>Обязанности</strong></p> <ul> <li>Сопровождение уже реализованных подсистем, проработка новых;</li> <li>Проведение обследования у Заказчика;</li> <li>Анализ предметной области и бизнес-процессов Заказчика;</li> <li>Изучение нормативно-правовой документации и применение ее положений при проектировании информационных систем;</li> <li>Разработка требований к функциональности на основании проведенного анализа;</li> <li>Постановки задач разработчикам (JIRA);</li> <li>Ведение коммуникации с Заказчиком, аналитиками, соисполнителями, разработчиками, техническими специалистами;</li> <li>Тестирование, приёмка;</li> <li>Подготовка отчетности по проекту.</li> </ul> <p> </p> <p><strong>Требования к соискателю</strong></p> <ul> <li>Образование высшее техническое;</li> <li>Опыт участия в проектах сопровождения крупных информационных систем (ИС);</li> <li>Моделирование бизнес процессов в BPMN или другой нотации;</li> <li>Умение самостоятельно, грамотно поставить задачу разработчику;</li> <li>Инициативность, способность принимать самостоятельные решения;</li> <li>Умение расставлять приоритеты и организовывать рабочий процесс;</li> <li>Умение вести переговоры, работать с возражениями.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Знание SQL, основы работы с СУБД;</li> <li>Знание ГОСТ 34;</li> <li>Понимаешь нотаций описания бизнес-процессов (IDEF, BPMN).</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Оформление по ТК РФ;</li> <li>Работа в комфортабельном офисе в центре города;</li> <li>ДМС;</li> <li>Белая зарплата, повышающаяся по системе аттестаций несколько раз в год;</li> <li>Перспективы карьерного роста;</li> <li>Корпоративное обучение (тренинги, мастер-классы);</li> <li>Корпоративная библиотека;</li> <li><strong>Мы рассматриваем кандидатов из любых регионов, с возможностью переезда в Москву</strong>;</li> <li>Возможность предоставления бесплатного жилья на первый месяц для кандидатов из других городов.</li> </ul><br />Не упустите возможность работать в ведущей IT-компании. За нами – будущее!"
353;"<p><strong>Обязанности:</strong></p> <ul> <li>Обеспечивать бесперебойную работу программно-технического комплекса;</li> <li>Настраивать и вести базы данных специального программного обеспечения;</li> <li>Обеспечить сохранность оперативной и текущей информации, носителей информации и хранящихся на них персональных данных;</li> <li>Контролировать организацию работы по подключению программно-технического комплекса к основным, резервным и обходным каналам связи;</li> <li>Выполнять мероприятия по обеспечению бесперебойной работы, совершенствованию программно-технического комплекса и выводу из аварийного режима работы.</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее техническое образование «Информационная безопасность», «Информационные системы и технологии», «Телекоммуни-кации и связь;</li> <li>Знание основ информационных сетевых технологий, протоколов передачи данных, операционных систем Windows, Unix, механизмов обеспечения их защиты;</li> <li>Знание основ информационной безопасности;</li> <li>Навыки конфигурирования и администрирования серверного программного обеспечения;</li> <li>Умение анализировать и адаптировать нормативные документы;</li> <li>Владение пакетом MS Office (Word, Excel, Visio) на уровне опытного пользователя;</li> <li>Техническая и языковая грамотность, умение связно излагать свои мысли .</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление в соответствии с ТК РФ;</li> <li>График работы – 5/2 с 8:30-17:30</li> <li>Возможны краткосрочные командировки;</li> </ul>"
354;"<p><strong>Ключевые задачи:</strong></p> <ul> <li>Выявление потребностей в визуализации ключевых показателей бизнеса и создание соответствующих дашбордов, позволяющих принимать оперативные и стратегические решения;</li> <li>Разработка новых моделей / показателей;</li> <li>Поддержание существующих моделей в актуальном состоянии;</li> <li>Мониторинг использования, анализ причин изменения спроса;</li> <li>Актуализация перечня моделей, предложения по повышению эффективности их использования;</li> <li>Предложения использования новых инструментов.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование (техническое);</li> <li>Опыт работы с различными BI- системами ( желательно QlikView, Qlik Sense, PowerBI) от 3-х лет;</li> <li>Опыт написания SQL запросов;</li> <li>Готовность выстраивать системы и работать на результат.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Работу в динамично развивающейся IT-компании с крупнейшей региональной сетью;</li> <li>Интересные, сложные и амбициозные задачи;</li> <li>Отличная профессиональная команда;</li> <li>ДМС, корпоративный спорт, скидки на фитнес, экскурсии для сотрудников, мероприятия для детей сотрудников;</li> <li>Оформление, отпуска, больничные - по ТК РФ;</li> <li>Заработная плата по результатам собеседования.</li> </ul> <p><br />​​​​</p>"
355;"<p><strong>Компания NFP </strong>оказывает услуги по разработке методологии, построению и оптимизации бизнес-процессов для коммерческих и государственных организаций.</p> <p>NFP входит в топ-100 крупнейших консалтинговых групп и компаний России по итогам 2018 года (рейтинг «Российский консалтинг» агентства RAEX).</p> <p>За 2018 год компания выросла в два раза. На 2019 и 2020 год планы не менее амбициозные. Компания реализует интересные проекты и дает возможность сотрудникам расти быстрее, чем в среднем по рынку.</p> <p>Нашими клиентами являются: МГУ им. Ломоносова, Аэрофлот, Группа ВТБ, Леруа Мерлен, BAYER, Транснефть, Chateau la Martinette, РЭШ-Сколково, Новапорт, Протек и другие.</p> <p>NFP ведет проекты на территории России и за рубежом.</p> <p>В связи с расширением, в компании открыта позиция <strong>Разработчик RPA (Robotic process automation)</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в проектах внедрения RPA-решений <strong>UiPath</strong></li> <li>Анализ бизнес-процессов для роботизации</li> </ul> <p><strong>Основные требования:</strong></p> <ul> <li>Умение работать с <strong>UiPath</strong> <strong>Studio</strong>;</li> <li>Уверенное владение любым из языков программирования;</li> </ul> <p><strong>Желательные требования:</strong></p> <ul> <li>Английский не ниже <strong>intermediate</strong>;</li> <li>Опыт программирования на языках<strong> C# / VB.NET / VB</strong><strong>A</strong><strong>;</strong></li> <li>Знание основ: <strong>HTML, CSS, </strong><strong>J</strong><strong>ava</strong><strong>S</strong><strong>cript, </strong><strong>SQL</strong><strong>;</strong></li> <li>Наличие сертификатов любого из RPA вендоров;</li> <li>Опыт участия в проектах по автоматизации.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Профессиональный и карьерный рост выше, чем в среднем по рынку. Пересмотр грейда осуществляется каждые полгода;</li> <li>Работа на интересных проектах с лидерами рынка</li> <li>Конкурентная заработная плата: обсуждается индивидуально, по результатам собеседования</li> <li>Внутреннее и внешнее обучение</li> <li>Сильная команда. Наставники, которые заинтересованы в Вашем развитии</li> <li>Отпуск, дополнительные 5 дней отдыха в год, ДМС, компенсация мобильной связи</li> <li>Корпоративный английский</li> </ul>"
356;"<p><strong>Обязанности:</strong></p> <p>Разработка технических решений проектов B2B, B2C, B2G в сфере: IT, IoT, &quot;Умный Дом&quot;, &quot;Безопасный город&quot;, навигации(indoor/outdoor), телеметрии, СКУД, видеонаблюдения, пожароохранных систем:</p> <ul> <li>подбор и проработка технических решений (аналитика, подбор решений, архитектура, разработка ТЗ (в т.ч. для конкурсов));</li> <li>расчет стоимости технической части для определения рентабельности участия в конкурсах;</li> <li>курирование и аудит подрядных организаций, выполняющих работы по реализации проектов (начиная от проектирования, заканчивая техническим сопровождением).</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее техническое;</li> <li>Опыт работы от 5 лет, IT-индустрия, системная интеграция, связь, высокие технологии;</li> <li>Знание и опыт применения на практике современного высокотехнологичного оборудования в направлении телекоммуникаций, слаботочных систем, автоматизированных систем управления, информационных систем управления любыми бизнес-процессами, систем защиты информации и т.д.;</li> <li>Навыки разработки проектной документации, навыки программирования, управления проектами, в т.ч. по разработке программно-аппаратных продуктов;</li> <li>Администрирование IT, коммуникационного и слаботочного оборудования любого уровня.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Интересную работу в команде профессионалов;</li> <li>Современную техническую оснащенность, профессиональный и карьерный рост;</li> <li>Стабильный официальный доход, своевременные выплаты. Уровень дохода обсуждается индивидуально по результатам собеседования;</li> <li>Оформление в соответствии с ТК РФ (бессрочный трудовой договор, оплата больничных листов, отпуск 28 календарных дней);</li> <li>Работа в современном офисе (м. Крестьянская застава / м. Пролетарская), пятидневная рабочая неделя пн-пт. с 10:00 до 19:00;</li> <li>Полис ДМС (включая стоматологию) после испытательного срока.</li> </ul> <p><strong>Откликаясь на нашу вакансию просим указывать в РЕЗЮМЕ Ваши зарплатные ожидания (до вычета НДФЛ)!</strong></p>"
357;"<p><strong>ТЫ ИГРАЕШЬ КЛЮЧЕВУЮ РОЛЬ:</strong></p> <p> </p> <p>- Автоматизируешь процессы Компании (выдвигаешь предложения, участвуешь в обсуждении задачи, проектируешь и разрабатываешь решения, внедряешь, развиваешь и сопровождаешь их);</p> <p>- Погружаешься в бизнес-процессы успешной Компании, имеешь возможность изменять их, строить новые, являясь одновременно частью ИТ и бизнеса;</p> <p>- Проектируешь и разрабатываешь комплексное решение, серверную и клиентскую части приложения, интерфейс, интеграции;</p> <p>- Занимаешься развитием, оптимизацией и поддержкой работающих в production решений.</p> <p> </p> <p><strong>ЧТОБЫ БЫТЬ УСПЕШНЫМ В ЭТОЙ РОЛИ, ВАЖНО:</strong></p> <p> </p> <p>- Иметь высшее техническое образование;</p> <p>- Иметь опыт проектирования систем с нуля или большое желание научиться;</p> <p>- Иметь опыт работы с Oracle, понимать принципы внутреннего устройства БД, возможности инструментария, принципы оптимизации;</p> <p>- Иметь опыт работы с C# или Delphi, желание проектировать и создавать пользовательские интерфейсы.</p> <p><br /><strong><strong>МЫ ПРЕДЛАГАЕМ ДЛЯ ТЕБЯ:</strong></strong></p> <p>- Оформление в соответствии с действующим законодательством;</p> <p>- Возможность карьерного и профессионального развития в составе действительно сильной команды;</p> <p>- Офис в минуте ходьбы от метро Технопарк;</p> <p>- Возможность влиять на свой рабочий график (вариативное начало и окончание рабочего дня);</p> <p>- Корпоративные скидки на фитнес, возможность предоставления парковочного места.</p> <p> </p>"
358;"<strong>Обязанности:</strong> <ul> <li>разработка проектной документации автоматизация и диспетчеризация инженерного оборудования здания промышленных и гражданских объектов (ОВиК, ВК, ЭОМ, АТМ, АХС, АПТ, АСКУЭ);</li> <li>проведение необходимых расчетов;</li> <li>подбор оборудования;</li> <li>прохождение экспертизы проектов;</li> <li>проведение авторского надзора, работа с ген. и субподрядными организациями (при необходимости).</li> </ul> <strong>Требования:</strong> <ul> <li>высшее инженерное образование;</li> <li>опыт работы в сфере проектирования от 5-х лет;</li> <li>знание нормативных документов;</li> <li>отличные навыки владения ПК (AutoCad, MS Office);</li> </ul> <strong>Условия:</strong> <ul> <li>оформление по ТК;</li> <li>пятидневная рабочая неделя с 09:00 до 18:00, перерыв на обед с 13:00 до 14:00;</li> <li>офис расположен у м. Павелецкая;</li> <li>зарплата от 80 000 руб. до 90 000 руб.(по результатам собеседования);</li> <li>дружный коллектив;</li> <li>возможность карьерного роста.</li> </ul>"
359;"<p>СберМаркет — онлайн-сервис, который помогает делать покупки, не выходя из дома. Проект работает на базе Instamart — сервиса доставки продуктов, который за 6 лет смог вырасти из небольшого стартапа, основанного в Москве в 2013 году, в федерального лидера с представительствами в 31 городе России.</p> <p>Мы находимся в поиске “A-players”, готовых присоединиться к компании, которая растет в 3 раза год-к-году, инвестирует в технологии и работает на одном из самых крупных и динамичных потребительских рынков. Команда СберМаркет - это молодой, веселый коллектив, комфортный современный офис в самом центре Москвы, конкурентная заработная плата, адаптивный соцпакет, отсутствие бюрократии и формализма, а главное – безграничные возможности для самореализации!</p> <p>Наши партнеры – ведущие ритейлеры, включая АШАН, Азбуку Вкуса, а также привилегированного партнера METRO C&amp;C. Сейчас мы находимся в поиске <strong><em>СПЕЦИАЛИСТА ПО УПРАВЛЕНИЮ ДАННЫМИ</em>, </strong>который поможет нам автоматизировать информационный обмен между ритейлерами и сайтом компании.</p> <p><strong>Вам предстоит:</strong></p> <ul> <li> <p>Автоматизация процесса передачи данных от ритейлеров;</p> </li> <li> <p>Участие в разработке ETL - системы;</p> </li> <li> <p>Подключение новых ритейлеров через ETL - систему;</p> </li> <li> <p>Мониторинг статуса и получение уведомлений о возможных ошибках.</p> </li> </ul> <p><strong>Что мы ждем от кандидата:</strong></p> <ul> <li> <p>Высшее образование (техническое будет преимуществом)</p> </li> <li> <p>Глубокие знания Excel (формулы, макросы).</p> </li> <li> <p>Опыт работы с базами данных (MySQL, PostgreSQL).</p> </li> <li> <p>Обязательный опыт управления данными и организации процесса информационного обмена.</p> </li> <li> <p>Начальные знания хотя бы одного языка программирования (Java, PHP, Python и др.).</p> </li> <li> <p>Неуёмная тяга к автоматизации ручных рутинных процессов.</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Гибкость процессов и большую долю свободы в принятии решений;</p> </li> <li> <p>Конкурентную заработную плату (по результатам собеседования);</p> </li> <li> <p>ДМС, фитнес, курсы, услуги нашего сервиса;</p> </li> <li> <p>Офис в центре Москвы (м. Полянка/Добрынинская);</p> </li> <li> <p>Гибкий график работы.</p> </li> </ul> <p><strong>Мы будем рады видеть тебя в нашей команде!</strong></p>"
360;"<p>Росбанк входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию. На данный момент в нашей команде Управления аналитических инструментов и качества данных открыта позиция <strong>Старшего аналитика </strong><strong>DWH</strong>.</p> <p><strong>Проект</strong> по развитию и трансформации одного из крупнейших <strong>корпоративных хранилищ данных </strong>России, внедрение и доработка аналитических систем, автоматизация отчетности для всех подразделений Банка.</p> <p><strong>Основные направления деятельности:</strong></p> <ul> <li>Формирование стандартов развития Хранилища Данных</li> <li>Организация процессов управления моделью данных</li> <li>Формирование логической/бизнес модели данных</li> <li>Контроль разрабатываемых решений в рамках утвержденной архитектуры</li> <li>Взаимодействие с заказчиками и исполнителями, согласование проектной, технической документации</li> <li>Аналитика исходных данных мастер-систем и построение маппингов</li> <li>Разработка стандартов проектирования КХД</li> <li>Оптимизация структуры данных</li> <li>Разработка моделей данных хранилищ данных, проектирование логической модели витрин</li> <li>Участие в активностях по разработке физической модели и реализации витрин данных</li> <li>Участие в подготовке и утверждении целевой архитектуры хранилищ данных и связанных решений</li> <li>Верификация существующих спецификаций/алгоритмов/маппингов</li> </ul> <p><strong>Наш идеальный кандидат:</strong></p> <ul> <li>Имеет высшее образование (Математическое/Техническое/ИТ), опыт<strong> </strong>выполненных проектов КХД и готовность подробно рассказать о своем участии в их реализации</li> </ul> <ul> <li>Имеет опыт проектирования модели данных DWH в банках (IBM BDW предпочтительно)</li> <li>владеет хотя бы одним из инструментов моделирования: Erwin, PowerDesigner, TOAD Data modeler или аналоги</li> <li>Обладает пониманием нормализованной, денормализованной, data vault архитектуры хранилища данных</li> <li>Обладает экспертизой технических решений реализации витрин: материализованные представления, секционирование, ключи, ограничения целостности, индексы, и т.д.</li> <li>Знает SQL на высоком уровне</li> <li>Имеет опыт построения витрин</li> <li>Знание предметной области банковских операций будет преимуществом</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы</li> <li>График 5/2, пятница - сокращенный рабочий день</li> <li>31 календарный день оплачиваемого отпуска</li> <li>Отсутствие дресс-кода</li> <li>Возможность частичной удаленной работы</li> <li>Программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы</li> <li>Дополнительная оплата больничного (до 10 рабочих дней в год)</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы</li> <li>Программа волонтерства и благотворительности</li> <li>Мероприятия для детей сотрудников</li> <li>Сообщества по интересам сотрудников</li> <li>Интерактивные лекции городских музеев</li> <li>Офис - м. Красные ворота / м. Комсомольская (5 минут пешком от метро)</li> </ul>"
361;"<p><strong>Крупная производственная Компания, лидер своей отрасли в России ищет электромонтажника (АСУ ТП).</strong></p> <p><strong>Что нужно делать:</strong></p> <ul> <li>монтаж шкафов: КИПиА, АВР, распределительных шкафов и др.;</li> <li>сборка шкафов пневмоуправления;</li> </ul> <ul> <li>прокладка кабельных линий (монтаж кабеленесущих систем, прокладка кабеля по существующим кабеленесущим лоткам;</li> <li>выполнение полевых монтажных работ (подключение датчиков и исполнительных устройств).</li> </ul> <p><strong>Что нужно знать и уметь:</strong></p> <ul> <li>навык чтения принципиальных электрических схем;</li> </ul> <ul> <li>опыт сборки шкафов управления (шкафы КИПиА, АВР и пр.);</li> <li>приветствуется опыт проведения монтажных работ слаботочных систем;</li> <li>навык подключения и настройки оборудования типа: программируемые логические контроллеры и реле, преобразователи частоты, терморегуляторы и другие.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>официальное трудоустройство, белая заработная плата;</li> <li>расширенный социальный пакет (в том числе, компенсация санаторно-курортного лечения, детских оздоровительных лагерей, спортзала и бассейнов города)</li> <li>компенсация питания и ДМС;</li> <li>перспектива профессионального и карьерного роста;</li> <li>возможность обучения, в том числе в корпоративном университете.</li> </ul> <p> </p>"
362;"<strong>Обязанности:</strong> <ul> <li>составление проектной документации по части АТХ;</li> <li>составление спецификаций, ТКП, оформление актов ввода в эксплуатацию, составление эксплуатационной документации;</li> <li>организация пост проектного сопровождения: поддерживать связь с Заказчиками, консультации, оперативный ремонт оборудования;</li> <li>модернизация и совершенствование проектов АСУТП.</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование (техническое: Электроэнергетика, Автоматизация промышленных производств);</li> <li> <p>знание правил эксплуатации и режимов работы электрооборудования;</p> </li> <li> <p>уверенное чтение электрических схем (знание условно графических обозначений);</p> </li> <li> <p>знание нормативной документации (ПУЭ РК, ПОПБ, СН РК, СП РК);</p> </li> <li> <p>владение специализированными программами (E-plan, AutoCAD, CorelDraw, MSOffice, Компас);</p> </li> <li> <p>правила ПТЭ и ПТБ, знание и применение;</p> </li> <li> <p>опыт работы в сфере промышленной автоматизации и электроэнергетики;</p> </li> <li> <p>обучаемость;</p> </li> <li>возможность выезда в служебные командировки.</li> </ul> <strong>Условия:</strong> <ul> <li>официальное трудоустройство согласно ТК РК;</li> <li>интересный социальный пакет;</li> <li>своевременная выплата заработной платы (оклад + % от результата);</li> <li>оплачиваемая мобильная связь;</li> <li>доставка до рабочего места;</li> <li>командировочные;</li> <li>обучение за счёт компании.</li> </ul>"
363;"<p>Динамично развивающаяся международная компания ищет опытного пользователя AutoCAD с инженерным или архитектурным образованием, готового применить на практике свои знания при разработке инновационного ПО для инженеров и архитекторов.</p> <p><strong>Обязанности:</strong></p> <ul> <li>поиск ошибок в программном продукте (аналоге AutoCAD)</li> <li>участие в разработке программного продукта в качестве эксперта предметной области (как в жанре вопрос-ответ, так и выступление с инициативными предложениями по развитию продукта)</li> <li>подготовка демонстраций и обучающих материалов</li> <li>техническая поддержка пользователей</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование со специализацией в области архитектуры/строительства или машиностроения</li> <li>профессиональное владение AutoCAD (несколько лет практической работы; желательно использование вертикальных приложений AutoCAD Mechanical и/или Civil 3D)</li> <li>способности к аналитической работе, умение писать технические тексты</li> <li>уверенное владение техническим английским (устно и письменно)</li> </ul> <p><strong>Дополнительно приветствуется:</strong></p> <ul> <li>опыт проектирования зданий/сооружений или машин/механизмов</li> <li>опыт работы со смежным ПО</li> <li>опыт преподавательской работы</li> <li>опыт работы в команде</li> <li>опыт работы тестировщиком ПО</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>официальное трудоустройство (бессрочный трудовой договор, ведение трудовых книжек)</li> <li>конкурентная зарплата, выплачиваемая на 100% в белую со всеми положенными страховыми отчислениями</li> <li>ежегодная индексация зарплаты по итогам переаттестации</li> <li>возможности карьерного роста в рамках интенсивно развивающейся международной компании</li> <li>просторный современный офис в башне Технопарка Новосибирского Академгородка</li> <li>охраняемая парковка, напитки и закуски за счёт компании</li> <li>пять недель оплачиваемого отпуска в год</li> </ul>"
