;Required skill
10134;составление тз с использованием user case user story требований к необходимой функциональности по продуктам компании(crm и erp системы)
10135;анализ требований заказчика на разработку для программистов
10136;взаимодействие с отделом тестирования совместное составление планов тестирования уточнение фунциональных требований и сценариев использования
10137;аналитика соответствия процессов информационных систем с процессами бизнеса
10138;аналитика потребностей пользователей по их рабочим процессам
10139;написание технической документации на русском и английском языках
10140;грамотная русская речь
10141;умение слушать упрощать и убеждать
10142;способность различать причину и следствие
10143;системное мышление
10144;желание учиться и развиваться
10145;здоровый оптимизм
10146;it background
10147;опыт в продажах
10148;от 1-2 лет опыта работы с корпоративными информационными системами (crm erp bi hrm др) в роли пользователя администратора или консультанта (предпочтительно) 
10149;опыт работы с реляционными базами данных понимание принципов построения баз данных знание sql 
10150;опыт работы с бизнес-пользователями (заказчиком ключевыми пользователями конечными пользователями) на it-проектах 
10151;опыт участия в согласовании или написании (предпочтительно) функциональных требований к it-системам 
10152;составление технических заданий и подготовка прочей проектной документации 
10153;моделирование и регламентирование crm-процессов 
10154;настройка платформы salesforce (back-end) 
10155;разработка инструкций пользователей 
10156;обучение пользователей 
10157;умение вести переговоры 
10158;ответственность 
10159;ориентация на результат 
10160;умение работать в команде 
10161;возможности для профессионального развития: корпоративные занятия английским языком гибкую продуманную систему повышения квалификации salesforce
10162;участие во внутренних проектах внедрения информационных систем (ис) техническая поддержка эксплуатируемых ис
10163;разработка и доработка компонентов кис global с использованием внутренних штатных средств
10164;тестирование и установка обновлений кис global
10165;формирование тз на разработку по разработка технической документации
10166;разработка интеграционных интерфейсов
10167;консультирование пользователей
10168;высшее образование (ит программирование / информатика автоматизация и управление информационные системы)
10169;опыт работы по специальности в сфере разработки и внедрения ис автоматизации бизнес-процессов предприятия желателен
10170;знание современных структурных языков программирования объектно-ориентированное программирование реляционные базы данных язык запросов web-сервисы
10171;базовые знания предметных областях (хотя бы 2-ух): кадровый бухгалтерский и управленческий учет управление поставками и запасами расчеты с персоналом организация производства подготовка и планирование производства
10172;знание: oracle pl/sql delphi/object pascal ms office vba xml
10173;владение английским языком (чтение и перевод технический)
10174;участие в проектах по внедрению развитию сопровождению crm-систем
10175;проведение обследования предметной области заказчиков анализ и формализация требований к автоматизируемым в системе процессам
10176;выявление и анализ технических и организационных проблем заказчика формирование предложений по инжинирингу бизнес-процессов с учётом возможностей и ограничений базового функционала системы
10177;описание и моделирование бизнес-процессов
10178;проектирование шаблонов аналитической отчётности (bi) и печатных форм
10179;проектирование и описание интеграционных процессов и подходов к миграции данных
10180;участие в gap-анализе и оценке трудоёмкости реализации требований
10181;разработка согласование и поддержание в актуальном состоянии пакета технической документации по проекту
10182;постановка задач разработчикам и контроль их исполнения
10183;участие в процессе обучения конечных пользователей
10184;высшее образование
10185;опыт сбора анализа формализации и детализации требований
10186;опыт разработки и согласования (защиты) проектной и технической документации на различных этапах проекта
10187;опыт разработки требований к отчётности
10188;опыт в проведении gap-анализа оценке трудоёмкости реализации требований
10189;опыт описания и моделирования бизнес-процессов
10190;знание продуктов объектного моделирования и соответствующих нотаций
10191;знание основных подходов и технологий системной интеграции
10192;опыт работы с системами управления проектами и задачами системами учёта дефектов
10193;понимание процессов предметной области автоматизации crm (продажи маркетинг лояльность)
10194;опыт работы с sql
10195;страхование жизни (после прохождения испытательного срока)
10196;компенсация мобильной связи
10197;корпоративные праздники
10198;разработка и реализация концепции управления жизненным циклом клиента
10199;разработка и реализация стратегии развития клиентской базы
10200;планирование и реализация целевых маркетинговых акций
10201;разработка и реализация стратегии развития целевых каналов коммуникаций
10202;разработка и реализация стратегии сбора контактных данных клиентов
10203;разработка и реализации коммуникационной политики контактной политики
10204;высшее образование (маркетинг менеджмент)
10205;аналогичный опыт работы от 3 -х лет
10206;знания и опыт практического применения методов сегментирования и целевого развития клиентской базы бюджетирования и контроля расходования маркетингового бюджета
10207;экспертные знания построения «с нуля» процессов целевого маркетинга
10208;опыт реализации масштабных многоуровневых емейл-кампаний (каскадные коммуникации «догоняющие» и тд)
10209;системность структурированность грамотность
10210;опыт руководства (в рамках проектных команд)
10211;стратегическое мышление
10212;программирование 1c 83
10213;настройка доработка существующих и создание новых компонентов системы 1с
10214;администрирование баз данных и пользователей системы 1с
10215;консультирование и поддержка пользователей системы 1с
10216;опыт работы от 3х лет в данной сфере
10217;опыт работы в доработке
10218;выполнение необходимых настроек внедряемого компонента (настройки пользовательские не требуют навыков программирования)
10219;проведение инструктажа каждого пользователя по работе с внедряемым компонентом (по сути – обучение)
10220;консультирование пользователей в процессе их дальнейшей самостоятельной работы с системой
10221;сбор и передача данных о возникающих программных ошибках
10222;ведение и подписание у пользователей отчетной документации
10223;опыт работы в проектах в качестве pm
10224;опыт работы и знание популярных методологий ведения проектов: scrum kanban а также умение работать в рамках waterfall
10225;умение говорить на языке бизнеса а также способность переводить его на технический
10226;понимание процесса движения проекта или инициативы от идеи до финального релиза
10227;презентация достижений команды ведь нам важно получать обратную связь и понимать значимость своей работы
10228;а еще конечно что вы высоко мотивированный участник команды эксперт в управлении конфликтов и приоритетов между командой и стейкхолдерами и вы увлечены и любите свою работу
10229;организовывать работу сотрудников как выделенных на проект так и относящихся к разным подразделениям
10230;коммуницировать с заказчиками работать в связке с бизнес-аналитиком команды
10231;вести отчетность по проекту (jira)
10232;работа в качестве инженера техподдержки
10233;поддержка клиентов по техническим вопросам
10234;высшее образование (радио-техническое или в сфере информационных технологий)
10235;опытный пользователь пк (знание операционных систем браузеры почтовые программы основы работы и общее понимание сети интернет)
10236;грамотная речь стрессоустойчивость
10237;умение быстро диагностировать и устранять проблемы
10238;базовое знание os linux
10239;сбор требований заказчика
10240;составление тз разработку
10241;анализ и оптимизация бизнес-процессов компании
10242;автоматизация бизнес-процессов
10243;высшее образование (информационные технологии) рассматриваются также студенты
10244;коммуникабельность
10245;желание постоянно развиваться
10246;нацеленность на результат
10247;аналитическое мышление
10248;английский (чтение и перевод со словарём)
10249;грамотная устная и письменная речь
10250;умение работать с документацией
10251;дополнительным преимуществом будут следующие знания: опыт автоматизации бизнес-процессов нотации (bpmn) инструментов управления проектами и требованиями (jira confluence) любых ооп языков (java c++ python и тд) навыки работы с бд (sql) принципов agile методологий scrum kanban
10252;участие в проектах внедрения типовых продуктов 1с v8 / собственных разработок компании в качестве разработчика
10253;разработка новых продуктов компании
10254;развитие текущих продуктов компании
10255;регулярное повышение и подтверждение квалификации путем сертификации
10256;опыт программирования и разработки на платформе 1с v8 обязательно
10257;поддержка mssql
10258;учет тмц (оприходование по товарной накладной отгрузка со склада контроль наличия)
10259;учет кассовых операций (выдача и получение наличных денежных средств ведение журнала кассира операциониста кассовой книги)
10260;авансовые отчеты ( формирование проверка отчетных документов анализ счета 71)
10261;документооборот ( контроль правильности оформления первичных документов от поставщиков и покупателей контроль наличия первичной документации  архивация порядок)
10262;выполнение поручений главного бухгалтера (снятие копий сканов отправка курьера по необходимости)
10263;консультация клиентов по товарам и услугам компании 
10264;прием и распределение в crm заявок от абонентов 
10265;четкое соблюдение инструкций и нормативов 
10266;работа по скриптам 
10267;опыт работы по вышеперечисленным обязанностям от 1 года обязателен
10268;офисный внешний вид
10269;внимательность ответственность
10270;знание ms word exсel
10271;опыт работы в 1с
10272;анализ текущих процессов управления проектами оптимизация и улучшение данных процессов
10273;создание и актуализация документации по методологии управления проектами запросами и ресурсами в подразделениях дит
10274;создание внедрение и улучшение системы проектной мотивации
10275;внедрение в практику отобранных инструментов приемов техник методологий (обучение менеджеров проектного офиса их консультирование)
10276;обеспечение методологической поддержки кросс-функционального взаимодействия между участниками процессов управления проектами запросами и ресурсами
10277;опыт работы в аналогичной должности не менее года
10278;знание методологий управления проектами и успешный опыт реализации проектов
10279;понимание и опыт внедрения waterfall kanban scrum процессов
10280;навыки разработки регламентной документации разработки бизнес-требований и технических заданий на автоматизацию процессов управления ит
10281;курсы по проектному управлению обязательны сертификация – существенное преимущество
10282;программирование разработка доработка конфигураций на базе 1с 8x
10283;консультации и обучение по работе системы 1с 8
10284;анализ выявленных ошибок в конфигурациях 1с
10285;ведение проектов по автоматизации бизнес-процессов
10286;настройка сопровождение администрирование конфигураций на базе 1с 8
10287;высшее образование
10288;опыт работы 1с программистом более 2 лет
10289;умение решать интересные задачи анализировать
10290;стремление развиваться в своей профессии
10291;поддержка руководства при подготовке и проведению маркетинговых мероприятий (семинаров выставок работа с отраслевой прессой рассылка электронных сообщений)
10292;координация маркетинговых мероприятий с центральным офисом в германии 
10293;поддержка и организация телефонных звонков
10294;поддержка при переводе маркетинговых материалов внутренних документов текстов на сайте
10295;поддержка в переводе при проведении международных семинаров
10296;поддержка при составлении и переводе проектных документов
10297;отличные знания немецкого и/или английского языков обязательны (свободное владение)! 
10298;опыт работы в сфере маркетинга продаж
10299;опыт работы в пищевой отрасли приветствуется
10300;интерес и готовность к перспективе работать в продажах (ит-проекты в пищевой отрасли)
10301;готовность к нечастым и недлительным командировкам как по россии так и за рубежом
10302;общительность открытость пунктуальность трудоспособность
10303;управление полным циклом взаимодействия бизнес-функции и ит с целью достижения максимальной эффективности процесса за счет автоматизации
10304;анализ потребностей и требований бизнес-функции к ит-продуктам совместно с функциональными подразделениями приоритизация бизнес-процессов подлежащих автоматизации
10305;формирование предложений о повышении эффективности бизнес-процессов посредством информационных систем инициация проектных работ
10306;управление функциональными требованиями и изменениями по проекту формирование реестра изменений и экспертная оценка изменений
10307;участие в поиске оценке и выборе решений максимально подходящих под цели внутреннего заказчика и компании
10308;участие в оценке возможности интеграции выбранного решения в существующую архитектуру
10309;участие в технической оценке предложений вендоров и подрядчиков формирование проектных команд (подрядчик – внутренняя технологическая группа – бизнес)
10310;управление портфелем проектов управление рядом проектов в роли руководителя проекта
10311;обеспечение поддержки ввода новых решений в продуктив и внедрения их в операционную деятельность бизнес-функции
10312;исследование новых технологий новых направлений развития
10313;управление развитием предоставляемых бизнес-функции ит решений
10314;функциональная экспертиза цифровых изменений в курируемых областях
10315;постпроектный мониторинг использования ит-решений бизнес-подразделениями
10316;опыт руководства проектами по внедрению и развитию ит систем по направлениям «производство» «тоир» «охрана труда и безопасность производства» от 3 лет 
10317;знание бизнес-процессов в предметной области
10318;широкий кругозор и знания в области технологий и прикладных систем используемых для автоматизации процессов производственного блока
10319;опыт управления проектными командами (бизнес подрядчики внутренние технологические команды) обязателен
10320;высшее образование в области информационных технологий
10321;формировать коммерческое предложение по внедрению и интеграции 
10322;участвовать в разработке тз на внедрение crm совместно с техническим специалистом 
10323;вести проекты по внедрению срм проводить анализ работы систем 
10324;развивать клиентов настраивая автоматизацию компаний в дальнейшем 
10325;наличие опыта работы в продажах от 1 года
10326;опыт работы с лпр на b2b рынках
10327;опыт в работе интеграции и настройке crm (amocrm битрикс 24 и тд) 
10328;умение настраивать и читать сквозную аналитику умение построения отчетов в excel 
10329;умение работать с цифрами анализировать информацию и делать выводы вносить идеи по улучшению 
10330;желание учиться и развиваться с сфере автоматизации бизнеса и доводить свои задачи до результата! 
10331;самостоятельно разобраться в новом процессе
10332;выстроить коммуникацию с клиентом
10333;организовать отчётность по данному направлению
10334;профессиональное знание excel sql access
10335;грамотные письменные и устные коммуникации
10336;саморазвитие в профессиональной деятельности
10337;администрирование и сопровождение учетных систем на базе 1с
10338;участие в работе по разработке новых бизнес-процессов
10339;настройка и техническая поддержка процессов электронного документооборота
10340;аудит работы бд 1с выявление ошибок в работе пользователей анализ соответствия бизнес процессов функционалу бд 1с
10341;установка настройка и обновление учетных систем системы электронного документооборота и сопутствующих программ
10342;формализация требований и пожеланий заказчиков в технические задания на создание или доработку по в рамках информационной системы
10343;определение возможности оптимизации элементов действующей системы и целесообразность доработки бизнес-процессов
10344;координация и контроль работы группы программистов 1с по задачам
10345;разработка технической документации по проекту детализация требований до уровня постановки разработчику
10346;обучение пользователей функциональное тестирование разработанного программного обеспечения
10347;опыт работы консультантом по продуктам 1с
10348;опыт проведения сбора требований заказчика
10349;опыт разработки технической документации (тз бфт и пр)
10350;опыт обучения сотрудников заказчика
10351;умение оценивать объем работ планировать рабочее время свое и разработчиков
10352;усидчивость самостоятельность проактивность
10353;программировать по техническому заданию
10354;консультировать аналитиков по архитектуре информационных систем на этапах обследования анализа и моделирования
10355;помогать аналитикам в построении оптимального решения разрабатываемой архитектуры информационной системы на этапе разработки технического задания
10356;анализ смс email-рассылок и других каналов персональной коммуникации
10357;анализ и сегментация базы клиентов компании разработка рекомендаций по работе с сегментами клиентов
10358;настройка сценариев отбора клиентов для персональных целевых коммуникаций (sms email push)
10359;разработка и реализация отчетности для отслеживания поведения клиентских сегментов на регулярной основе
10360;анализ динамики развития клиентской базы
10361;проведение анализа и подготовка заключения об эффективности прошедших целевых промоакций прогноз эффекта от будущих
10362;оптимизация отчетности подразделения и постановка задач в it
10363;знание языков программирования (любых)
10364;знание реляционной теории базовые навыки проектирования баз данных
10365;исполнительность
10366;коммуникабельность
10367;разработка программных продуктов на платформе 1с
10368;модификация типовых продуктов 1с
10369;консультирование клиентов по вопросам учета в программах 1с
10370;интеграция с внешними системами (напр веб-сайт клиента различные сервисы google яндекса и др)
10371;работа с внутренними базами данных
10372;обработка и составление технического задания
10373;подготовка проекта продукта по имеющимся техническим характеристикам получение одобрения на данный продукт а именно:  получение цен от финансового аналитика на проектную продукцию
10374;анализ доступности моделей
10375;работа с кoнтрактами в системе crm
10376;запрос и получение партномеров для локальных конфигураций
10377;выпуск готового контракта
10378;отслеживание жизненного цикла контракта (от стадии запроса от заказчика до выпуска проекта)
10379;создание первоначальной конфигурации оборудования
10380;работа с тендерной документацией
10381;умение и способность сравнить технические параметры компьютеров (десктопов ноутбуков моноблоков мониторов) и отдельных составляющих ( процессоры память операционная система и тд)
10382;отслеживание моделей конкурентов анализ сильных и слабых сторон
10383;занимается постпродажным сопровождением клиентов
10384;образование: высшее профессиональное (экономическое it информационные системы) дополнительное - маркетинг (как плюс)
10385;аналогичный опыт работы от 2-х лет
10386;пк - уверенный пользователь (ms office: word excel макросы) знание 1с (crm упп) sql (уровень администратор)
10387;легкая обучаемость быстрое восприятие новой информации целеустремленность стрессоустойчивость ответственность коммуникабельность
10388;организация планирование и администрирование cad solidworks и solidworks pdm
10389;сбор данных от проектировщиков создание и реализация структуры и рабочих потоков движения проектов
10390;поддержка пользователей по вопросам работы с системой реализация предложений по внесению изменений для оптимизации функционала систем
10391;формирование и реализация требований по модернизации системы собственными силами и/или с привлечением сторонних организаций
10392;обучение пользователей разработка пользовательских инструкций и иной необходимой документации планирование обучения
10393;решение технических задач по процессам моделирования в solidworks
10394;администрирование базовой инфраструктуры (active directory local dns системы backup)
10395;управление корпоративными аккаунтами gmail slack trello
10396;высшее профессиональное образование (техническое) по направлению
10397;опыт работы по специальности от 3 лет
10398;понимание работы инженерно-производственных служб
10399;понимание процессов инженерно-производственной подготовки
10400;навыки настройки solidworks (настройка шаблонов сборочных единиц настройка баз данных материалов настройка стандартов чертежей настройка toolbox ескд)
10401;практический опыт построения и внедрения системы solidworks pdm в том числе реализация бизнес-процессов инженерных подразделений
10402;базовые знания sql (для администрирования solidworks pdm)
10403;практический опыт администрирования системы solidworks pdm
10404;опыт консультирования инженерных подразделений по работе в solidworks и swepdm
10405;базовое администрирование windows серверов addnsgpo систем резервного копирования (veeam\acronis)
10406;базовое понимание сетей передачи данных
10407;диагностика и возможный ремонт (мелкий) пк принтеров и прочей периферии
10408;анализ существующих бизнес-процессов на предприятии при необходимости их реструктуризация поиск оптимальных вариантов их реализации проектирование согласование внедрение
10409;настройка имеющихся программных продуктов и их сопровождение
10410;администрирование конфигураций с типовыми и не типовыми решениями
10411;доработка типовых программных продуктов в соответствии с задачами фирмы
10412;написание внутренних инструкций по работе с 1с и администрированию
10413;консультирование и обучение пользователей работе в 1с
10414;участие в проекте по внедрению упп
10415;опыт работы с различными версиями программ 1с 82
10416;наличие сертификатов 1с (профессионал специалист)
10417;опыт работы с конфигурацией 1с упп 13
10418;знание основ управленческого и бухгалтерского учета
10419;умение организовать обмен данными между базами данных 1с создание правил обмена на уровне конфигурации конвертация данных
10420;опыт внедрения консолидированного учета на предприятии
10421;командная работа над разработкой простых сайтов внесение правок в существующие сайты
10422;оттачиваем навыки и умения в настройке cms (битрикс opencart wp joomla prestashop и тд)
10423;каждый день разнообразные новые мини задачи которые составляет непосредственно руководитель
10424;основы php и js
10425;хороший html и css
10426;photoshop coreldraw и paint на начинающем уровне (порезать заменить надпись отразить и повернуть:)))
10427;начинающий уровень mysql
10428;желание научиться создавать лучшие сайты за минимум времени
10429;опыт программирования на платформе 1с 8х от 3х лет
10430;базовые знания бизнес-процессов розничного бизнеса
10431;веб разработчик сайтов и интернет магазинов на различных конструкторах и платформах
10432;создание дизайна и интерфейса
10433;поиск информации о товаре
10434;наполнение сайта / интернет магазина
10435;продумывание логики и структуры сайтов
10436;координация процессов создания landing page корпоративных сайтов и интернет магазинов
10437;контроль сроков и бюджетов создания сайтов
10438;понимание всех современных технологий создания сайта
10439;логическое мышление
10440;проведение диагностики и описание бизнес-процессов
10441;сбор обработка и анализ данных
10442;построение целевой модели процессов (финансы логистика управление персоналом) с использованием продуктов sap
10443;настройка и оптимизация продуктов sap
10444;тестирование
10445;миграция данных
10446;обучение конечных пользователей
10447;разработка оптимизационных решений
10448;экономическое обоснование предлагаемых решений
10449;подготовка и участие в презентациях
10450;высшее образование (физика математика финансы менеджмент программирование и базы данных)
10451;развитое аналитическое системное мышление
10452;развитые коммуникативные навыки
10453;опытный пользователь ms excel (vba)
10454;владение английским языком на уровне не ниже upper-intermediate
10455;желание учиться и развиваться а также реализовать свой потенциал и полученные знания и умения на практике
10456;готовность к командировкам
10457;осуществление коммуникации между заказчиками и разработчиками
10458;уточнение сбор и формализация бизнес-требований заказчиков
10459;постановка задач разработчикам составление тз разработчикам тестирование проведенных доработок
10460;экспертный анализ согласование и формализация требований по разработкам
10461;координация процесса разработки
10462;контроль сроков выполнения задач
10463;подготовка сопроводительной/обучающей документации для участников процессов
10464;консультирование обучение сотрудников
10465;регламентация новых процессов и внедрение регламентной документации
10466;участие в построении архитектуры и схем взаимодействий
10467;высшее техническое образование
10468;знание конфигураций: 1с crm редакция 30 1с управление торговлей редакция 11 1с бухгалтерия предприятия корп редакция 30
10469;опыт работы методологом консультантом от 2 лет
10470;опыт написания тз разработчикам
10471;опыт разработки регламентирующей документации
10472;опыт работы в it сфере от 5-ти лет
10473;опыт руководства отделом или группой не менее 2-х лет
10474;желателен опыт работы на 1-й или 2-й линии поддержки ис
10475;опыт работы на проектах разработки хранилищ данных является весомым преимуществом
10476;базовые навыки разработки по уверенное знание sql (сложные запросы) – обязательно
