;Required skill
6346;устранение и участие в устранении нарушений в функционировании сервисов систем и серверов
6347;оптимизация производительности и безопасности сервисов систем и серверов
6348;высшее техническое образование
6349;стаж работы от 2-х лет в аналогичной должности либо от 10 системным администратором
6350;базовое знание windows и основных сервисов - ad dhcp dns iis wsus и тд
6351;знать все что касается настройки и работы с пользовательскими ос (win 7 10)
6352;настройка proxy подключение сетевого диска и тп
6353;эцп сертификаты крипто-про и прочее
6354;иметь представление об 1с
6355;знание основ сетевого взаимодействия компьютеров вычислительной сети и общих принципы работы каналов передачи данных
6356;сборка и тестирование эвм  прочих изделий
6357;установка и настройка программного обеспечения
6358;диагностика неисправности изделия
6359;выдача и приём товара со склада
6360;опыт работы по специальностям: мастер по ремонту компьютеров компьютерный мастер сборщик пк
6361;знание компьютерных комплектующих знание по линейки microsoft
6362;техническая грамотность
6363;умение работать с измерительным оборудованием
6364;нацеленность на результат
6365;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
6366;самоорганизованность
6367;диагностика и мониторинг сетевого оборудования
6368;техническая поддержка интернет-пользователей
6369;анализ повреждений локализация неисправностей и принятие мер по их устранению
6370;координация работы технических служб
6371;осуществление сбора учета отображения контроля и анализа работы телекоммуникационного оборудования сети компании
6372;высшее/среднее техническое образование
6373;опыт установки и настройки пользовательского по
6374;опыт работы с ос linux mac oс семейства windows
6375;умение работать в команде обучаемость дотошность усидчивость умение находить информацию
6376;опыт не менее года
6377;знание языков: русский узбекский и английский (предпочтительно)
6378;руководство командой отдела информационной безопасности активное взаимодействие с подразделениями банка оказание информационной поддержки менеджерам банка по вопросам информационной безопасности и защиты информации
6379;оценка информационных рисков банка и подготовке предложений по их минимизации
6380;анализ нарушений требований информационной безопасности при эксплуатации автоматизированных систем поиск возможных каналов утечки конфиденциальной информации
6381;участвует в разработке и согласовании организационной регламентирующей документации и приказов касающихся информационной безопасности банка
6382;расследование инцидентов или чрезвычайных происшествий информационной безопасности в случае их возникновения
6383;обеспечение процесса (криптографическая защита и лицензирование) в рамках функционала формирование требований
6384;контроль работы подразделений банка по эксплуатации учету хранению техническому обслуживанию распространению криптографических средств и оказанию услуг в области шифрования информации (в рамках лицензируемой деятельности)
6385;контроль работы подразделений банка по эксплуатации учету хранению техническому обслуживанию распространению криптографических средств и оказанию услуг в области шифрования информации (в рамках лицензируемой деятельности)
6386;организация и проведение работ по лицензированию деятельности банка в области технической и криптографической защиты информации поддержание и сопровождение лицензий фсб россии банка
6387;подготовка отчетности по информационной безопасности за банк в органы государственного регулирования
6388;организация и контроль проведения проверок подразделений по соблюдению политик информационной безопасности
6389;адаптация и реализация процессов технологий и функций информационной безопасности банка с централизованными процессами иб группы societe generale в рф в рамках стратегии иб
6390;высшее образование по направлению подготовки &quotинформационная безопасность&quot в соответствии с общероссийским классификатором специальностей и (или) переподготовка по одной из специальностей этого направления (нормативный срок - свыше 500 аудиторных часов)
6391;опыт работы по данному направлению от 3 лет опыт работы в банковской области от 1 года
6392;знание законодательства рф в области информационной безопасности (в области обеспечения защиты персональных данных критической информационной инфраструктуры требованиям цб рф гост р 575801 требованиям платежных систем и другим требованиям иб)
6393;знание международных стандартов и требований стандарта pci dss
6394;владение современными методами противодействия угрозам информационной безопасности (обеспечение кибербезопасности)
6395;владение методиками и практики организации комплексной защиты информации в банковской отрасли
6396;помощь сотрудникам по настройке и устранению неисправностей
6397;техническое сопровождение рабочих станций пользователей
6398;техническое сопровождение печатной техники (передача заявок на ремонт в обслуживающую организацию контроль расходных материалов)
6399;выполнение задач второго уровня техподдержки
6400;высшее неоконченное высшее средне-специальное ит-образование
6401;аналогичный опыт работы от 1 года
6402;знание клиентских ос семейства windows и типового офисного по
6403;знание пользовательского компьютерного железа
6404;опыт работы с активным сетевым оборудованием (настройка роутера ip-телефонии и тд)
6405;опыт работы с пользователями
6406;сборка и тестирование эвм  прочих изделий
6407;установка и настройка программного обеспечения
6408;диагностика неисправности изделия
6409;выдача и приём товара со склада
6410;нацеленность на результат
6411;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
6412;самоорганизованность
6413;эксплуатация программно-аппаратного комплекса работы с платежными системами
6414;участие в прохождении аудитов
6415;выполнение регламентных работ
6416;доработка пак
6417;знания в области коммутации и маршрутизации (ipv4)
6418;опыт работы с cisco asa (fw ra)
6419;виртуализация на базе xen
6420;сentos ubuntu/debian – установка настройка
6421;веб-сервера (tomcat/java)
6422;скриптовые языки (bash)
6423;службы каталогов (openldap/ipa)
6424;балансировщики нагрузки (haproxy)
6425;сопровождение систем со строгими политиками внесения изменений (iso/iec 27001pci-dss и тп)
6426;прохождение аудитов безопасности
6427;навык работы с blade-системами обновление idrac удалённое обновление прошивок
6428;участие в проектах по построению распределённых отказоустойчивых инфраструктур
6429;навык работы с системами управления конфигураций (ansible/cfengine/rudder)
6430;навык работы с ipv6 сетями
6431;консультирование клиентов
6432;установка и настройка программного обеспечения
6433;обучение клиентов
6434;координирование работ и контроль выполнения требований нормативных документов по направлению информационной безопасности и режиму коммерческой тайны
6435;проведение мероприятий по повышению уровня информационной безопасности компании
6436;рассмотрение заявок на создание информационных ресурсов предоставление доступа к информационным ресурсам запросов на изменение информационных систем на предмет выполнения установленных требований информационной безопасности
6437;осуществление контроля эксплуатации средства и системы защиты информации информационных систем: антивирусного по dlp систем межсетевых экранов криптошлюзов программных скзи
6438;участие в проведении расследований инцидентов иб
6439;высшее образование
6440;опыт работы от года
6441;знание ms office
6442;опыт работы с антивирусным по программами фильтрации интернет-трафика dlp
6443;опыт контроля настроек средств криптографической защиты информации (криптопро litoria с-терра) межсетевых экранов (cisco)
6444;опыт работы с серверными и пользовательскими операционными системами
6445;знание доменной структуры active directory групповых политик
6446;знание технологии защиты локальной сети предприятия
6447;организация работы 1-й линии технической поддержки корпоративных клиентов (салоны сети ортека офисы)
6448;подбор и адаптация специалистов 1-й линии поддержки
6449;проведение обучения для сотрудников смежных подразделений по работе с обращениями клиентов
6450;подготовка отчетов о результатах работы подразделения
6451;формирование аналитических отчетов по обращениям клиентов
6452;автоматизация процессов service desk (разработка тз для доработки функциональных возможностей корпоративной системы)
6453;работа со сложными и нестандартными пользовательскими запросами
6454;участие в процессе развития ит сервисов и процессов
6455;централизованное администрирование системы подсчета посетителей салонов
6456;опыт управления командой технических специалистов
6457;отличные навыки коммуникаций с клиентами и сотрудниками компании
6458;максимальная стрессоустойчивость умение любую потенциально конфликтную ситуацию разрешить в позитивном ключе
6459;способность к быстрому самостоятельному обучению
6460;опыт работы в технической поддержке
6461;хорошие технические знания в широком спектре информационных технологий
6462;базовые знания sql (опыт написания простых запросов)
6463;знание основ itsm и умение применить их на практике
6464;приветствуется знание скриптовых языков или языков программирования
6465;умение применять автоматизированные системы для поддержки реализации бизнес-функций и процессов
6466;умение понимать суть информационных процессов и проблем конечного пользователя
6467;умение оценивать и хранить информацию с точки зрения уровня конфиденциальности
6468;инициативность целеустремлённость
6469;планирование и контроль сроков и ресурсов проекта
6470;управление проектной командой
6471;управление изменениями проекта
6472;управление рисками
6473;управление коммуникациями проекта
6474;ведение проектной документации
6475;образование высшее преимущественно техническое
6476;опыт работы не менее 2-х лет в качестве менеджера проектов
6477;опыт успешно реализованных проектов по внедрению программного обеспечения
6478;владение инструментальными средствами управления проектами (ms project erp и др)
6479;желателен опыт работы в сфере информационной безопасности или опыт работы в роли технического специалиста
6480;личностные качества: настойчивость целеустремленность коммуникабельность аналитический склад ума способность самостоятельно принимать решения способность и желание к саморазвитию
6481;организация и управление производственной деятельностью подразделения: технологические и кадровые вопросы управление бюджетом стратегическое планирование
6482;контроль качества и сроков выполнения работ реализуемых специалистами подразделения
6483;обеспечение бесперебойной и качественной работы сервисов ит асутп согласно sla для азс и нефтебаз
6484;развитие ит-сервиса (поддержка инфраструктуры рабочих мест ккт)
6485;организация работ капитального строительства на азс и нефтебазах 
6486;организация эксплуатации и технической поддержки информационных систем в том числе с привлечением внешних подрядчиков
6487;высшее техническое образование
6488;опыт работы в сфере поддержки и развития ис не менее пяти лет
6489;опыт работы на руководящих должностях в области информационных технологий от 3-х лет численность коллектива от 50 человек
6490;обязателен опыт работы в компаниях направленных на обслуживание азк нефтебаз (внутренний/внешний заказчик)
6491;it - эрудиция
6492;личные качества: высокий уровень коммуникации умение убеждать стратегическое мышление высокий уровень ответственности нацеленность на результат
6493;нацеленность на результат
6494;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
6495;самоорганизованность
6496;разработка драйверов ядра linux для поддержки встраиваемых систем
6497;разработка загрузчика u-boot
6498;разработка системных приложений и утилит для встраиваемых систем пакетирование приложений в buildroot debian
6499;разработка функциональных тестов драйверов linux и u-boot на bash/python
6500;уверенное знание c опыт программирования на assembler
6501;знакомство с любой архитектурой процессора (i686 mips arm)
6502;опыт разработки драйверов linux u-boot
6503;опыт сборки корневой файловой системы встраиваемых устройств опыт работы с кросс-компиляторами
6504;уверенное владение одной из системой сборок (make cmake qmake meson autotools )
6505;уверенное владение git (merge rebase stash cherry pick git flow)
6506;участие в разработке новых проектов и поддержка существующих
6507;разработка новых программных модулей и доработка существующих
6508;коммерческий опыт разработки проектов
6509;интеграция внешних сервисов
6510;разработка api
6511;написание тестов
6512;знание php htmlcss javascript jquery ajax postgresql sql bootstrap
6513;знание систем управления сайтами: bitrix joomla wordpress и пр
6514;знание основ php-фреймворков типа yii/yii2 laravel kohana и тп
6515;знание less/sass gulp/grunt
6516;backend: ruby on rails postgresql redis nginx
6517;frontend: slim coffee/js es5/es8 react/redux (или опыт в vue/ angular)
6518;общие знания: gitlab соблюдение rails style guide code review (уметь принимать замечания)
6519;понимание принципов и паттернов ооп
6520;владение пк на уровне опытного пользователя
6521;умение поддержать диалог и грамотная речь
6522;исполнительность
6523;ответственность
6524;умение работать в команде
6525;дисциплинированность
6526;изобретательность
6527;контролировать работу охраны объектов по реализации гсм предотвращение хищения обеспечение защиты объектов от преступных посягательств
6528;высшее или средне-техническое образование
6529;практический опыт работы в структуре безопасности и охраны
6530;знания в области видеонаблюдения
6531;разработка программирование и документирование программного обеспечения в том числе для работы с микроконтроллерной техникой
6532;используемые ос: windows linux android
6533;высшее образование
6534;опыт работы от 1 года
6535;знание и опыт работы с с++/с# чтение документации на английском
6536;приветствуется знание: java python sql
6537;обследование информационных систем заказчика (в части технических решений существующих в информационной системе заказчика и существующих технических мер защиты информации)
6538;участие в разработке отчета об обследовании (в части технических решений существующих в информационной системе заказчика)
6539;разработка технического задания на систему защиты информации
6540;подготовка спецификаций проектного решения (в части перечня предлагаемого оборудования и по и его номенклатуры)
6541;разработка комплексных схем предлагаемого решения
6542;разработка технического проекта на систему защиты информации
6543;разработка рабочей документации на систему защиты информации
6544;разработка эксплуатационной документации на систему защиты информации
6545;отработка предоставленных замечаний заказчиком
6546;сопровождение работ/консультации инженеров внедрения в процессе реализации решения на площадке заказчика
6547;участие в приемочных испытаниях передача в промышленную эксплуатацию
6548;подготовка бюджетных оценок предлагаемого решения
6549;подготовка технических предложений
6550;понимание принципов построения сетей (знание модели osi общие знания по сетевым устройствам и различиям между ними)
6551;понимание принципов построения информационных систем (знание какие компоненты входят в состав информационной системы общие знания о построении ит-инфраструктуры общие знания о сервисах используемых в информационных системах)
6552;знания принципов построения систем защиты информации (знания какие есть подсистемы защиты информации какие решения на рынке позволяют реализовать данные подсистемы)
6553;знать и выполнять требования действующих нормативных и руководящих документов а также внутренних инструкций руководства по защите информации и распоряжений регламентирующих порядок действий по защите информации
6554;выполнять работы связанные с обеспечением комплексной защиты информации на основе разработанных программ и методик
6555;проводить сбор и анализ материалов учреждения с целью выработки и принятия решений и мер по обеспечению защиты информации обнаружения возможных каналов утечки персональных данных
6556;анализировать существующие методы и средства применяемые для контроля и защиты информации разрабатывать предложения по их совершенствованию и повышению эффективности этой защиты
6557;разрабатывать и готовить к утверждению проекты нормативных и методических материалов регламентирующих работу по защите информации а также положений инструкций и других организационно-распорядительных документов
6558;организовывать разработку и своевременное представление предложений для включения в соответствующие разделы перспективных и текущих планов работ и программ мер по контролю и защите информации
6559;проводить периодический контроль принятых мер по защитев пределах возложенных на него функций
6560;обеспечивать постоянный контроль за выполнением пользователями установленного комплекса по обеспечению безопасности информации
6561;осуществлять подготовку отчётов о состоянии работ по обеспечению безопасности персональных данных
6562;выполнять плановые и внеплановые проверки связанные с выполнением требований по защите персональных данных
6563;законы постановления распоряжения приказы другие руководящие документы и нормативные акты касающиеся деятельности больницы
6564;законодательные акты нормативные и методические материалы по вопросам связанные с обеспечением защиты информации
6565;основы трудового законодательства российской федерации
6566;систему организации комплексной защиты информации
6567;основные виды угроз безопасности персональных данных в информационных системах персональных данных
6568;методы и средства контроля охраняемых сведений выявления каналов утечки информации
6569;процедуры задания и реализации требований по защите информации в информационных системах персональных данных
6570;меры обеспечения безопасности персональных данных
6571;порядок пользования реферативными и справочно-информационными изданиями а также другими источниками научно-технической информации
6572;порядок применения организационных и технических средств обеспечения безопасности персональных данных при их обработке в информационных системах персональных данных
6573;методы и средства выполнения расчётов и вычислительных работ
6574;установка и отладка программного обеспечения
6575;своевременный ремонт и модернизация компьютеров и оргтехники
6576;решение задач по обеспечению безопасности сети
6577;восстановление работоспособности сети после сбоев и неправомерных действий
6578;настройка локальной сети и обеспечение ее штатной работы
6579;консультация помощь и обучение сотрудников работе с программным обеспечением и локальной сетью
6580;опыт работы по данному направлению от 1 года
6581;высшее образование
6582;участие в поддержке системы управления информационной безопасности компании в соответствии с требованиями стандартов исо 27001 pci dss
6583;знание российских отраслевых и международный стандартов в области иб в частности гост р/iso 27001
6584;опыт в разработке нормативной документации в области иб (политики регламенты инструкции и др)
6585;навыки проведения презентаций и ведения переговоров коммуникабельность ответственность умение работать в команде
6586;контроль оперативного устранения сбоев ит-инфраструктуры
6587;контроль качества предоставления услуг по обслуживанию ит-инфраструктуры и информационных систем фонда
6588;организация и контроль учета основных средств нематериальных активов и товарно-материальных запасов ит-инфраструктуры
6589;организация и контроль мероприятий направленных на обеспечение информационной безопасности
6590;выполнение иных обязанностей в соответствии с задачами и функциями департамента поручениями руководства
6591;образование:
6592;консультирование и техническая поддержка клиентов компании по телефону
6593;опыт работы в технической поддержке пользователей телекоммуникационных услуг (будет преимуществом)
6594;уверенный пользователь пк знание операционных систем браузеров почтовых программ основ работы и общее понимание работы сети интернет
6595;знание принципов организации сетей связи (обязательно)
6596;желание теоретически и практически развиваться в it - направлении
6597;четкая дикция грамотная речь стрессоустойчивость обучаемость ответственность
6598;обеспечение бесперебойной работы офиса снабжение расходными материалами для пк и оргтехники
6599;заказ и установка программного обеспечения настройка работы пк и сетевых подключений
6600;контроль за работой внутренней и внешней сети предприятия
6601;ответственное отношение к трудовым обязанностям
6602;постоянное нахождение на связи и в зоне доступа в рабочее время для офиса
6603;решение обращений пользователей удаленно и на рабочих местах
6604;проведение диагностических работ и устранение неисправностей в работе пк по оргтехники
6605;взаимодействовать со смежными подразделениями участвующими в решении инцидентов
6606;выполнение работ по унификации кабельной инфраструктуры на пользовательских рабочих местах и в местах подключения печатающих устройств
6607;опыт сопровождения персональных средств вычислительной техники пользовательского программного обеспечения периферийного оборудования и копировально-множительной техники 
6608;знание ос windows 7/10 и продуктов ms office 2010/2013/2016 на уровне продвинутого пользователя
6609;понимание принципов работы домена и умение работать с active directory
6610;знание устройства персонального компьютера и периферийного оборудования
6611;знание базовых принципов построения и функционирования сетей на основе технологий ethernet и tcp/ip
6612;навыки проведения ремонта компьютерного оборудования и оргтехники
6613;коммуникабельность грамотная речь и умение четко и ясно формулировать свои мысли
6614;техническая поддержка пк и периферии диагностика и устранение неполадок и сбоев в аппаратной и программной части на рабочем месте 
6615;консультации и помощь пользователям пк по по вопросам работы офисных программ (работа с текстовым редакторомработа с электронными таблицами электронная почта работа с web браузером 1с) 
6616;удалённая помощь сотрудникам магазинов обработка заявок от магазинов 
6617;подключение новых рабочих мест настройка программного обеспечения на новом рабочем месте 
6618;установка расходных материалов (картриджи тонер заправка бумаги в аппараты общего пользования) 
6619;замена подключение и настройка активного сетевого оборудования 
6620;антивирусная защита и профилактика 
6621;профильное образование не ниже среднего специального 
6622;опыт обслуживания оргтехники 
6623;знание принципов работы active directory 
6624;знание принципов построения лвс по стандарту osi 
6625;надежность готовность быть на связи и ответственность
6626;разрабатывать согласовывать и внедрять мероприятия по усилению защиты персонала имущества и материалов на объектах компании
6627;организовывать и координировать планирование с целью значительного снижения количества инцидентов сязанных с потерями материальных ценностей
6628;стандартизировать и согласовывать с заинтересованными лицами процедуры по учету хранению и перемещению материалов представляющих риск с точки зрения безопасности
6629;развить хорошую ситуационную осведомленность касательно обращения с материалами представляющими риск с точки зрения безопасности
6630;внедрять и поддерживать на высоком уровне культуру безопасности
6631;установка администрирование устранение ошибок в работе:   клиентских ос ms windows (81 10) 
6632;серверных ос ms windows server (2012 r2 2016 2019) 
6633;навыки работы с active directory 
6634;знакомство с powershell 
6635;понимание работы сервисов dns dhcp tftp dfs 
6636;физическое и логическое построение скс знания в области сетевых протоколов и маршрутизации 
6637;настройка администрирование сетевого оборудования - управляемых l2-коммутаторов и маршрутизаторов (желателен опыт работы с оборудованием от juniper hp palo alto networks) 
6638;знание аппаратного обеспечения компьютерных систем диагностика неисправностей и замена комплектующих 
6639;желателен опыт работы с ms exchange 
6640;желателен опыт работы с asterisk 
6641;желателен опыт работы с ms sql server / mysql 
6642;желателен опыт работы с centos 7 
6643;желателен опыт администрирования kaspersky security center 
6644;уравновешенность способность анализировать и принимать взвешенные решения в критических ситуациях 
6645;дружелюбие коммуникабельность 
6646;сервисное обслуживание кассовых аппаратов фискальных регистраторов pos-систем и другого торгового оборудования
6647;постановка на учет в фнс подключение к офд настройка касс
6648;диагностика неисправностей
6649;обучение и консультации персонала заказчика работе с оборудованием
6650;взаимодействие с отделом продаж
6651;опыт работы не требуется
6652;анализировать эффективность и предлагать варианты оптимизации процессов
6653;согласовывать изменения с заказчиками и заинтересованными
6654;разрабатывать требования по изменению информационных систем2внедрять согласованные изменения в процессах и системах:
6655;выявлять и фиксировать цели состав работ заинтересованных лиц
6656;планировать работы и бюджет
6657;организовывать исполнение работ в том числе силами подрядчиков
6658;контролировать исполнение работ и бюджета
6659;обучать сотрудников
6660;управлять изменениями проекта
6661;корректно завершать проект
6662;организовывать коммуникации с заинтересованными лицами и формировать документацию на протяжении проекта
6663;опыт коммерческой разработки от 3х лет
6664;уверенное знание react с пониманием принципов работы основных паттернов и путей оптимизации
