;Required skill
446;высшее образование по специализации в области информационных технологий
447;опыт внедрения различных информационных систем
448;опыт внедрения или управления разработкой интеграционных проектов в крупных компаниях будет являться преимуществом
449;понимание принципов работы erp систем систем электронной коммерции
450;опыт участия в проектах автоматизации в крупных компаниях в роли ведущего аналитика руководителя проекта
451;практические навыки в анализе и описании бизнес процессов
452;навыки взаимодействия с бизнес-заказчиком умение трансформировать проблемы и требования бизнеса в предложение решений по автоматизации и внедрению информационных технологий
453;внедрение конфигурации 1с:erp на предприятиях группы компаний
454;участие в разработке архитектуры проектных решений после обсуждения задач с бизнес-заказчиком
455;выстраивание работы и взаимодействий внутренней команды разработки и сопровождения системы 1с:erp
456;взаимодействие с внешними подрядчиками по автоматизации бизнес-процессов на базе платформы 1с
457;непосредственное программирование ключевых разработок в рамках проекта (минимально)
458;ведение проекта на всех стадиях:
459;в перспективе - ведение проектов по внедрению других систем на платформе 1с 8
460;наставничество по ряду направлений развития для программистов
461;профильное высшее образование
462;подтвержденный опыт внедрения 1с:erp на производственном предприятии в качестве руководителя проекта или архитектора
463;знание основных подсистем 1с:erp 24 и предметных областей (производственный учет торгово-складской учет расчет зарплаты и кадровый учет бухгалтерский и налоговый учет)
464;портфолио отдельных выполненных проектов где кандидат принимал участие как рп или архитектор
465;опыт использования по для организации работы на проекте и учета артефактов проекта (ms project devprom redmine jira confluence и тп)
466;опыт программирования на платформе 83 (нужно будет показать одну из выполненных разработок или пройти внутреннее тестирование) в том числе кандидат должен обладать опытом ведения коллективной разработки
467;высокая коммуникабельность и клиентоориентированность при взаимодействии с бизнес-заказчиком
468;умение выявлять реальные потребности бизнеса и предлагать оптимальные ит-решения для этих задач
469;умение организовывать и мотивировать команду
470;желание и умение работать в команде не индивидуалист! высокий уровень самоорганизации инициативности активности ориентации на результат обучаемости
471;большие и интересные проекты в производстве на 1с:erp комплексные внедрения
472;работа на конечный результат по выверенной проектной технологии (собственная разработка с 2001 года)
473;более чем конкурентная заработная плата - высокий процент от выручки!
474;зарплата ничем не ограничена - прямая линейная связь между выручкой команды и зарплатой
475;образование – приветствуется высшее экономическое или техническое
476;подтвержденный опыт внедрения автоматизированных информационных систем на производственных предприятиях от 3-х лет портфолио проектной документации
477;аналитические способности и умение работать на результат
478;нацеленность на долгосрочное сотрудничество
479;презентация s4 hana онсайт клиенту в австрии на workshop
480;проведение миграции на s4 в случае согласия клиента
481;опыт работы в модуле sap sd/mm от 3 лет
482;ведение телефонных переговоров с государственными и коммерческими организациями (клиентская база предоставляется)
483;продажа сайтов локальных актов it-продуктов для госорганизаций которые должны быть у них по законодательству рф
484;работа в офисе без встреч с клиентами
485;контроль поступления денежных средств
486;отчетность в базе crm
487;среднее/высшее образование
488;умение и желание продавать
489;опыт успешных продаж приветствуется
490;нацеленность на результат
491;активность инициативность и позитивный настрой
492;грамотная речь и знание пк
493;веб разработчик сайтов и интернет магазинов на различных конструкторах и платформах
494;создание дизайна и интерфейса
495;поиск информации о товаре
496;наполнение сайта / интернет магазина
497;продумывание логики и структуры сайтов
498;координация процессов создания landing page корпоративных сайтов и интернет магазинов
499;контроль сроков и бюджетов создания сайтов
500;понимание всех современных технологий создания сайта
501;логическое мышление
502;программирование на 1сv8х (упп erp)
503;доработка типовых и нетиповых конфигураций 1сv8х внесение изменений в типовые и нетиповые конфигурации
504;участие в проекте по разработке и внедрению дополнительных программных модулей в 1с
505;навыки настройки битрикс
506;тестирование разработанного функционала
507;обучение пользователей работе с разработанными механизмами
508;владение пк на уровне программиста
509;опыт в программировании на 1сv8x
510;опыт работы в соответствующей должности более 1 года
511;аналитические способности нацеленность на результат самостоятельность
512;моделирование процессов
513;передача задач программистам
514;составление инструкций и проектной документации
515;сдача работ клиенту
516;поддержка пользователей
517;программирование‚ разработка в среде 1с: предприятие (83) - по желанию
518;обладает знаниями налогового и бухгалтерского учета государственных учреждений
519;обладает знаниями финансового/управленческого учета государственных учреждений
520;имеет опыт работы в 1с:бгу
521;имеет опыт участия во внедрении систем учета
522;имеет опыт сбора и подготовки бизнес/функциональных требований
523;имеет опыт постановки задач программистам
524;умеет видеть картину в целом подходить к задаче с разных точек зрения
525;сопровождение программных продуктов 1с по заработной плате и бухгалтерскому учету хозрасчетных организаций и государственных учреждений (зуп бп збу бгу)
526;решение текущих вопросов пользователей установка обновлений установка программных продуктов 1с внедрение 1с
527;высшее образование
528;знание основ бухгалтерского учета и заработной платы
529;участие в проектах внедрения и сопровождения в части: 
530;учет основных средств капительных вложений учет рбп (в случае реализации средствами модуля fi aa)
531;управление имуществом (при наличии компетенции)
532;консультирование/обучение пользователей по обращениям
533;взаимодействие с заказчиком для обследования бизнес-процессов уточнения постановки
534;разработка функциональных спецификация на расширение решений (проверки замещения пользовательские интерфейсы отчеты) сопровождение разработки тестирование подготовка инструкций пользователя взаимодействие с заказчиком по вопросам сдачи/приемки выполненной разработки
535;участие во внедрении новых бизнес-процессов в зоне функциональной ответственности
536;участие в интеграционных тестированиях смежных функциональных направлений
537;участие в подготовке и загрузке первоначальных остатков ( при необходимости)
538;ведения/актуализация ролей пользователей
539;высшее техническое ( профильное) или экономическое или бухгалтерское образование
540;работа с модулем sap fi aa 3-5 лет
541;знание стандартных настроек модуля и возможностей в части расширения функциональности
542;знание основных бизнес-процессов учета основных средств и капитальных вложений в части бухгалтерского (бу+ ну) учета и мсфо
543;опыт подготовки и ведения функциональных спецификаций для разработчиков
544;опыт внедрения проверок/замещений разработки пользовательских отчетов и интерфейсов пользователей
545;опыт работы с lsmw
546;коммуникабельность
547;сопровождение и развитие настроек sap erp по направлениям бухгалтерский учет и отчетность формирование форм отчетности (включая блок отчетности по ндс)
548;сопровождение электронного документооборота с покупателями и поставщиками в части документов сформированных в fi
549;взаимодействие с предприятиями группы по решению интеграционных вопросов
550;подготовка проектной документации регламентов
551;подготовка технических заданий и тестирование разработок
552;участие в тестировании отчетов bw
553;обучение пользователей
554;образование: высшее
555;опыт работы: не менее 2-х успешных проектов sap один успешный проект в качестве консультанта sap fi – функции подготовки форм бухгалтерской отчетности и отчетности по ндс в том числе работа с файлами формата xml
556;знание основных настроек модуля fi
557;знание интеграции со смежными модулями
558;хорошее знание законодательства в части ндс
559;желателен опыт работы с электронными документами
560;желателен опыт настроек/сопровождение налога на прибыль
561;готовность к нечастым командировкам
562;разработка сайтов на yii framework 1c битрикс доработки сайтов на популярных cms
563;оценка задач
564;опыт работы от 1 года
565;отличные знания php html css javascript jquery
566;представление о шаблоне mvc
567;опыт работы с yii framework
568;умение разбираться в чужом коде исправлять ошибки и не добавлять при этом новые
569;разработка/доработка бизнес-процессов плагинов служб отчетов ms reporting service 
570;администрирование microsoft dynamics crm 2016/365 microsoft sharepoint 2010/2016 и microsoft biztalk 2013/2016 
571;настройка системы microsoft dynamics crm 2016/365 
572;рефакторинг существующего кода 
573;высшее образование
574;опыт работы в аналогичной должности от 1-го года
575;знание платформы microsoft net framework и языка c#
576;знание aspnet mvc wcf entity framework javascript/jquery html
577;знание реляционных баз данных на microsoft sql server языка t-sql
578;желателен опыт работы с ms dynamics crm 2011(и выше) ms sharepoint ms biztalk rabbitmq 
579;реализация технических заданий по расширению/изменению функциональности системы sap и интеграции с внешними приложениями
580;тестирование разработок
581;ведение технической документации
582;опыт программирования на abap от 2 лет
583;желателен опыт программирования на abap в следующих модулях mm/sd/pp/co/fi/fm
584;знания ооп sql
585;знание архитектуры и функциональности одного или нескольких из модулей sap
586;приветствуются знания pi java др
587;опыт по интеграции с другими системами
588;знание предметных областей (бух учет логистика склад)
589;демонстрации выполненных разработок
590;обновление конфигураций 1с используемых в организации установка регламентированной отчетности
591;разработка интеграции внутренних систем и сервисов с 1с интеграция с внешними сервисами
592;администрирование 1с контроль производительности оптимизация работы
593;обнаружение исправление сбоев по направлениям: 1с ос sql
594;консультация и поддержка пользователей
595;знание и опыт разработки на pl/sql sql oracle
596;желание работать в команде
597;ответственное отношение к выпускаемому продукту
598;премии не только по итогам года
599;возможность развить &quotпрофессиональную мускулатуру&quot работая вместе с профессионалами познакомиться с лучшими практиками
600;возможность участвовать в развитии предлагать идеи и технологии
601;участие в мероприятиях для профессионального развития тренинги учебные курсы
602;тех кто сказал что все будет готово в пятницу и финишировал в четверг вечером
603;тех кто готов делиться своим опытом
604;красивый код
605;чувство юмора
606;доработка (управляемые и обычные формы) поддержка и сопровождение программных продуктов 1с: упп зуп 3 бп 3
607;разработка по тз работа по выполнению заявок пользователей
608;консультирование пользователей
609;решение оперативных вопросов и проблем возникающих в ходе работы программы
610;обновление баз
611;участие в переходе упп на erp
612;работа с ms sql 2012 (регламентные задания архивирования)
613;составление инструкций оформление технической документации
614;знание механизмов обмена данными на платформе 1с
615;опыт разработки отчетов на скд
616;умение быстро разбираться в чужом коде
617;знание архитектуры и функциональных возможностей упп (склад торговля производство давальческое сырье)
618;базовые знания бухгалтерского и управленческого учета
619;настройка и сопровождение gsm voip телефонии
620;сопровождение сrм системы компании
621;саппорт в чатах и по служебному телефону
622;опыт работы не требуется
623;личные качества: исполнительность коммуникабельность стрессоустойчивость ответственность усидчивость целеустремленность
624;умение планировать и документировать свою деятельность
625;соблюдение сроков поставленных задач
626;базовые знания конфигурирования и программирования платформы 1с:предприятие 8
627;знание основ программирования
628;доработка конфигураций 1с:erp 1с:бухгалтерия предприятия 1с:зарплата и управление персоналом
629;разработка отчетов обработок форм доработка существующих объектов добавление новых функций
630;тестирование и отладка работы программы
631;техническая поддержка баз 1с
632;написание инструкций пользователей по работе в системе 1с
633;поиск причин ошибок в работе системы анализ кода 1с
634;опыт работы с платформами 1с:83
635;проведение custdev-ов с клиентами россии снг и целевых иностранных рынков
636;анализ рынка работа с участниками рынка (бизнес агентства студии) 
637;работа с гипотезами: формулировка валидация 
638;описание функциональных требований 
639;управление бэклогом
640;исследования конкурентов
641;разработка стратегии позиционирования и маркетинга продукта
642;аналитика и отслеживание показателей в ежемесячном режиме
643;общение с партнерами проектное управление
644;опыт успешного управления продуктом
645;опыт работы в облачном сервисе команде занимающейся веб-разработкой или разработкой игр
646;представление о crm маркетинге: бизнес-процессах сервисах
647;знание технологий и продуктов для web мобильного web
648;владение инструментами веб-аналитики
649;внимательность к деталям
650;аналитический склад ума
651;умения смотреть на вещи глазами других людей
652;коммуникабельность умение построить рабочие отношения с разными людьми
653;автоматизация бухгалтерского учета на едином плане счетов кадрового учета и расчета з/п 
654;доработка нетиповых конфигураций управление мфо и кредитным потребительским кооперативом корп (от аудит эскорт) зуп 31 
655;интеграция с внешними системами (ms sql oracle db web service) 
656;анализ требований пользователей и самостоятельная реализация 
657;тестирование 
658;сопровождение 
659;разработка отчетов на скд 
660;обновление нетиповых конфигураций 
661;оптимизация программного кода 
662;высшее образование (техническое) 
663;опыт работы программистом 1с на платформе 83 от 3-х лет 
664;отличное знание типовых конфигураций бп 30 зуп 31 
665;опыт работы с 1с: управление мфо и кредитным потребительским кооперативом корп будет преимуществом 
666;уверенное знание управляемых форм языка запросов механизмов платформы 83 
667;базовые знания бух и налогового учета епс зарплаты 
668;базовые знания ms sql 
669;работа в качестве инженера техподдержки
670;поддержка клиентов по техническим вопросам
671;высшее образование (радио-техническое или в сфере информационных технологий)
672;опытный пользователь пк (знание операционных систем браузеры почтовые программы основы работы и общее понимание сети интернет)
673;грамотная речь стрессоустойчивость
674;умение быстро диагностировать и устранять проблемы
675;базовое знание os linux
676;опыт работы по специальности от 1 года
677;отличные знания php 5 mysql5
678;опыт работы с одним из mvc фреймворков(zend framework yii laravelkohana symfony)
679;хорошее понимание принципов объектно-ориентированного программирования и умение применять знания на практике
680;ответственность аналитическое мышление обучаемостьжелание развиваться
681;знание *nix на уровне пользователя (не пугаться терминала)
682;указывайте желаемую ставку или пишите в сопроводительном письме резюме без указания желаемой ставки не рассматриваются
683;разработка серверной части веб-порталов компании
684;поддержка и разработка новых модулей для существующих проектов
685;ведение технической документации по задачам
686;предложение и внедрение высокотехнологичных инновационных решений
687;разработка и реализация it-стратегии компании
688;организация it инфраструктуры для обеспечения бесперебойной работы всех процессов компании
689;анализ трендов по цифровизации и их прикладное использование для бизнес-процессов компании
690;внедрение и сопровождение всех программных продуктов
691;разработка внедрение и сопровождение политики информационной безопасности
692;оперативное управление департаментом
693;формирование годовых и оперативных планов подразделения подготовка отчетов
694;управление it-бюджетом
695;организация закупок it
696;образование - высшее профильное
697;общий стаж в it - не менее 7 лет опыт работы на должности директора департамента it 3 года
698;опыт успешной разработки и внедрения программных продуктов в тч erp в торгового-производственных компаниях
699;знания подходов и технологий в области цифровизации
700;успешный опыт внедрения цифровых проектов и решений
701;базовое понимание основных языков разработки
702;прагматичный подход к решению задач пунктуальность ответственность стрессоустойчивость коммуникабельность способность быстро воспринимать новые идеи и знания
703;высшее техническое образование
704;опыт работы программистом 1с от 3-х лет
705;опыт внедрения систем 1с автоматизации внутренней деятельности и бизнес-процессов компании
706;уверенные знания платформы и средств разработки 1с:предприятие 83
707;отличные знания языка запросов и скд
708;опыт разработки управляемого приложения (управляемые формы)
709;опыт разработки механизмов интеграции 1с с другими системами (xml com web-сервисы конвертация)
710;уверенные знания предметных областей: rls управляемые блокировки
711;опыт и навыки в качестве дополнительных преимуществ: наличие сертификатов 1с
712;взаимодействие с бизнес пользователями функциональными заказчиками сбор требований на автоматизацию бизнес-процессов
713;анализ требований принятие решений о технической реализации требований оценка технической реализации требований предлагаемой подрядчиками
714;проработка технических решений и оценка влияния планируемых изменений ит архитектуры на действующие информационные системы
715;формирование функциональных требований запросов на изменения постановка задачи разработчикам
716;оценка и утверждение трудоемкости разработок сроков разработки с учетом необходимости доработки смежных компонент и их резервирования
717;контроль соблюдения правил разработки критериев оценки качества работы подрядчиков методик оценки трудозатрат по своему направлению
718;контроль качества выполнения разработок внешними подрядчиками в рамках управления изменениями и внедрения новых решений
719;участие в тестировании приемо-сдаточных испытаниях (нагрузочных регрессионных тестированиях)
720;разбор технических проблем которые не смогли быть решены в рамках стандартных процедур участие в расследовании критических инцидентов поиск корневых проблем контроль их устранения
721;высшее техническое или инженерное образование со специализацией в области информационных технологий автоматизированных систем управления системного анализа
722;процессов управления архитектурой и контроля качества внедрения информационных систем
723;основных механизмов платформы 1с предприятие 83
724;бизнес-процессов инжиниринговых строительных компаний
725;методологии idef epc uml bpmn 20
726;управления требованиями
727;формирование требований к автоматизации бизнес-процессов строительных компаний
728;исследования и анализа данных
729;моделирования процессов
730;проектирования ис
731;управления тестированием и внедрением
732;разработки пользовательских инструкций
733;практический опыт внедрения систем управления на базе платформы 1с в строительных компаниях
734;блоки учета: строительство складская логистика транспортная логистика регламентированный и управленческий учет
735;формирования требований к автоматизации бизнес-процессов строительных или проектных организаций
736;моделирования и реинжиниринга бизнес-процессов
737;деловые коммуникации с функциональными заказчиками и ит подрядчиками
738;обязательно: word excel powerpoint и visio
739;разработка и поддержка проектов на cms 1с-битрикс
740;разработка не стандартного функционала‚ написание новых модулей компонентов api
741;работа с git
742;обязателен опыт разработки на битрикс не менее 1 года
743;уверенное знание php и mysql‚ html‚ css‚ javascript (jquery‚ ajax)
744;умение разбираться в чужом коде‚ скорость и качество работы
745;анализ и формализация требований к программным продуктам
746;анализ существующих систем моделей и применяемых технологий
747;постановка задач на разработку и доработку функциональных возможностей систем
748;подготовка пользовательской документации (руководства пользователей инструкции)
749;опыт участия в проектах разработки по scrum / kanban
750;умение работать с xml xsd xslt
751;опыт работы с visio/enterprise architect/aris
752;аналитическое мышление
753;участие в проектах полного цикла по внедрению роботизированной автоматизации процессов
754;описание бизнес-процессов
755;настройка и тестирование роботов
756;участие в развитии практики в том числе в пресейл-активностях
757;не менее двух лет опыта работы в области внедрения информационных систем
758;знание процессов как минимум одной функциональной области (финансы учет hr логистика)
759;опыт описания бизнес-процессов
760;отличные коммуникационные навыки
761;доукомплектовать и организовать работу команды разработчиков
762;сформулировать и распределить задачи
763;выступить архитектором и бизнес-партнером по внедрению решения
764;выстроить эффективную коммуникацию с заказчиками и представителями поставщика решения
765;опыт от 5 лет в области разработки 1с
766;опыт внедрения блоков 1с бп зуп erp
767;опыт общения с бизнесом (снятия потребности) и формулирования задач
768;опыт управления командой разработчиков желателен
769;опыт работы в качестве менеджера проектов от 2 лет
770;уровень английского не ниже intermediate
771;опыт работы с командой по одной из гибких методологий
772;опыт работы с таск-трекерами
773;прекрасное владение русским языком и умение чётко излагать свои мысли в письменном виде
774;инициация проекта
775;планирование
776;контроль выполнения работ согласно плана (настройка системы)
777;организация работы подрядчика
778;формирование статусов
779;аналитика по работе в системе
780;опыт внедрения crm (любая платформа) и интеграции с телефонией
781;знание процессов продаж
782;крайне желателен опыт работы с 1с8
783;развитие информационной системы в части ведения и согласования договоров модуль rcm и dms
784;развитие стажеров
785;участие в проектах внедрения
786;уверенное знание модулей sap rcm и dms
787;участие в проектах внедрения sap rcm и dms
788;знание отладки умение читать код
789;знание предметной области в части ведения согласования договоров
790;техническое образование
791;знание объектно-ориентированного программирования
792;готовность работать полный рабочий день
793;знание процесса ведения договоров в обществах
794;опыт программирования на платформе 1с 8х от 3х лет
795;базовые знания бизнес-процессов розничного бизнеса
796;подтверждённый опыт управления от 5 лет опыт работы в производственно-торговых компаниях
797;опыт руководства ит отделом (системные администраторы программисты и др)
798;свободное владение английским языком
799;умение выстраивать взаимоотношения в командах внешних и внутренних разработчиков по
800;умение выстраивать коммуникации между сотрудниками и ит специалистами (быть что называется переводчиком)
801;опыт работы с 1с
802;готовность брать ответственность за предлагаемые решения сроки и качество
803;образование высшее техническое
804;консультационная поддержка пользователей типовых программных продуктов и отраслевых решений на базе платформы 1с:предприятие 83 (в основном: ут 103/11 ка унф crm от раруса) 
805;установка обновление и настройка типового функционала 
806;обучение пользователей 
807;анализ и исправление ошибок пользователей 
808;изучение учебно-методической литературы от фирмы 1с 
809;тестирование 
810;разработка инструкций 
811;анализ задач составление и согласование тз с заказчиком 
812;поддержка руководства при подготовке и проведению маркетинговых мероприятий (семинаров выставок работа с отраслевой прессой рассылка электронных сообщений)
813;координация маркетинговых мероприятий с центральным офисом в германии 
814;поддержка и организация телефонных звонков
815;поддержка при переводе маркетинговых материалов внутренних документов текстов на сайте
816;поддержка в переводе при проведении международных семинаров
817;поддержка при составлении и переводе проектных документов
818;отличные знания немецкого и/или английского языков обязательны (свободное владение)! 
819;опыт работы в сфере маркетинга продаж
820;опыт работы в пищевой отрасли приветствуется
821;интерес и готовность к перспективе работать в продажах (ит-проекты в пищевой отрасли)
822;готовность к нечастым и недлительным командировкам как по россии так и за рубежом
823;общительность открытость пунктуальность трудоспособность
824;минимум ошибок в период запуска программного продукта в опытную эксплуатацию
825;управление вверенными проектами автоматизации бизнес-процессов компании
826;составление и согласование проектной документации (анкета проекта тз кпг) участие в защите проекта
827;постановка и контроль выполнения задач участниками проекта
828;поиск программных средств автоматизации бизнес-процесса проекта
829;переговоры с вендорами поставщиками услуг автоматизации
830;проектирование новых информационных систем: модель данных функциональная модель техническое задание
831;организация разработки информационных систем участие в первичном тестировании
